district,type,location
서초구,-,서울특별시  서초구  양재2동  내곡동  청계산로 청춘을 담은 청담설렁탕&순대국 청계산점
서초구,-,서울특별시  서초구  양재1동  우면동  중앙로  584 서초에비뉴클래식오피스텔
서초구,-,서울특별시  서초구  양재2동  양재동  강남대로4길  1층 늘봄숯불갈비
서초구,-,서울특별시  서초구  서초2동  강남대로 스타벅스
성동구,-,서울특별시  성동구  성수1가1동  성수동1가  왕십리로 카페스윗2호
중구,-,서울특별시  중구  소공동 소공로
중구,-,서울특별시  중구  명동  명동2가  명동8길  엠 플라자 4층 (명동2가)  27 말똥카니발 명동점
중구,-,서울특별시  중구  명동  다동  남대문로9길  센터플레이스빌딩 )  2층 204호 (다동  40 오오토모
중구,-,서울특별시  중구  명동  명동1가  남대문로  롯데백화점 본점 13층 (소공동)  81 엔제리너스 롯데백소공식당가
마포구,-,서울특별시  마포구  망원1동  망원동 한강 자전거길
중구,-,서울특별시  중구  회현동  봉래동2가  서울역광장  122-17 헌혈의집 서울역센터
송파구,-,서울특별시  송파구  잠실6동  신천동  올림픽로  300 롯데월드몰
영등포구,-,서울특별시  영등포구  여의동  여의나루로  한국교직원공제회관 지하1층 (여의도동)  50 차이(CHAI)797여의도점
영등포구,-,서울특별시  영등포구  여의동  여의나루로  76 KRX한국거래소서울사무소
마포구,-,서울특별시  마포구  서교동  동교동 신촌로4길
서초구,-,서울특별시  서초구  서초2동  효령로79길  드림플러스강남센터1층(서초동) 빈스앤드림스 강남센터점
마포구,-,서울특별시  마포구  서교동  양화로7길 메세나폴리스
성북구,-,서울특별시  성북구  월곡2동  화랑로  76 바른온누리약국
서초구,-,서울특별시  서초구  반포3동  신반포로  195 서래곱창
종로구,-,서울특별시  종로구  사직동  내자동 자하문로1길
종로구,-,서울특별시  종로구  사직동  필운동 자하문로1길
종로구,-,서울특별시  종로구  청운효자동  청운동  자하문로  105 서울청운초등학교
종로구,-,서울특별시  종로구  혜화동  명륜4가 대학로
종로구,-,서울특별시  종로구  이화동  대학로거리  대학로  122 흥사단 동숭미술관
종로구,-,서울특별시  종로구  이화동  이화장1길 7
종로구,-,서울특별시  종로구  청운효자동  통인동  자하문로  44 La Farina
종로구,-,서울특별시  종로구  사직동  필운동  필운대로 9-2
종로구,-,서울특별시  종로구  무악동  통일로16길 새마을금고
종로구,-,서울특별시  종로구  종로1·2·3·4가동  수송동  우정국로  55 조계사
종로구,-,서울특별시  종로구  종로1·2·3·4가동  종로1가  종로  1 주한콜롬비아대사관
종로구,-,서울특별시  종로구  종로1·2·3·4가동  서린동  청계천로 안동국시
종로구,-,서울특별시  종로구  종로1·2·3·4가동  봉익동 서순라길
종로구,-,서울특별시  종로구  종로1·2·3·4가동  종로3가 돈화문로5길
종로구,-,서울특별시  종로구  종로1·2·3·4가동  묘동  돈화문로8길  26 1358cafe
종로구,-,서울특별시  종로구  종로1·2·3·4가동  종로3가  돈화문로5가길  13 영춘옥
종로구,-,서울특별시  종로구  창신2동  종로 CU
종로구,-,서울특별시  종로구  창신1동  종로  294 교촌1991
종로구,-,서울특별시  종로구  창신2동  종로 콩시콩뼈순두부
종로구,-,서울특별시  종로구  숭인1동  숭인동 지봉로
종로구,-,서울특별시  종로구  숭인2동 난계로29길
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  삼일대로19길 용공장
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  우정국로2길 방이옥
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  삼일대로19길 오징어청춘
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  종로12길 청킹마마
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  종로14길 명륜진사갈비
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  우정국로2길 고메식당
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  우정국로2길 경성양꼬치
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  우정국로2길 종로족빨
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  종로8길 숙달돼지
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  우정국로2길 술에꼬치다 구뻐
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  종로12길 남영동양문
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  청계천로 해물점1978
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  종로12길 나주댁 육회랑전이랑
종로구,-,서울특별시  종로구  종로1·2·3·4가동  관철동  우정국로2길 잔잔
종로구,-,서울특별시  종로구  종로1·2·3·4가동  중학동 세종대로
중구,-,서울특별시  중구  명동  다동  을지로3길 24
중구,-,서울특별시  중구  소공동  순화동  서울 한양도성 인왕산구간4코스 HSBC 은행
중구,-,서울특별시  중구  청구동  신당동  다산로14길  1층 (신당동)  12 이시이
중구,-,서울특별시  중구  청구동  신당동  동호로10길  1층 (신당동)  79 차비
중구,-,서울특별시  중구  청구동  신당동  다산로28나길  321-8번지 삼성회관
중구,-,서울특별시  중구  청구동  신당동  청구로3나길 청구초등학교
중구,-,서울특별시  중구  다산동  동호로12길  15 (신당동) 원두막 흑염소
중구,-,서울특별시  중구  다산동  청구로17길  377-21 (1층) 파란하늘
중구,-,서울특별시  중구  다산동  17통  동호로12길  1층 101호 (신당동)  98 테이블보
중구,-,서울특별시  중구  소공동  태평로2가  서소문로  134-7 만족오향족발시청점
중구,-,서울특별시  중구  소공동  태평로2가  덕수궁길  4층 401호 (태평로2가)  9 마이시크릿덴
중구,-,서울특별시  중구  을지로동  초동  수표로12길  2층 (저동2가)  8 을지 잔치
중구,-,서울특별시  중구  명동  을지로2가  명동9가길 10
중구,-,서울특별시  중구  광희동  충무로4가  퇴계로41길  35 (인현동2가) 금동
중구,-,서울특별시  중구  광희동  충무로4가  퇴계로41길  3층 (인현동2가)  43 비피
중구,-,서울특별시  중구  광희동  충무로4가  충무로2길  1층 (충무로4가)  37 청록참치
중구,-,서울특별시  중구  광희동  충무로4가  충무로2길 (1층))  35 (충무로4가 서대문곱창
중구,-,서울특별시  중구  필동  필동1가  충무로  3 가 29-2 충무로돼지갈비
중구,-,서울특별시  중구  광희동  충무로4가  마른내로6길 (지상1층))  37 (충무로4가 만리향
중구,-,서울특별시  중구  광희동  충무로4가  마른내로6길  1층)  34 (인현동2가 진미네
중구,-,서울특별시  중구  광희동  충무로4가  마른내로6길  1층 (인현동2가)  23 초가집
중구,-,서울특별시  중구  광희동  인현동2가  마른내로6길 Inhyeon Traditional Market
중구,-,서울특별시  중구  광희동  충무로4가  마른내로6길  3층 (인현동2가)  15 몽상미생
중구,-,서울특별시  중구  광희동  충무로4가  퇴계로41길  1층 (인현동2가)  39 우리식당
중구,-,서울특별시  중구  명동  남산동3가  퇴계로   SEK
중구,-,서울특별시  중구  광희동  충무로4가  마른내로6길  1층 (인현동2가)  14 실비식당
중구,-,서울특별시  중구  광희동  충무로4가  마른내로6길  1층 (인현동2가)  29 행운집
중구,-,서울특별시  중구  명동  명동1가  남대문로  73 에비뉴엘
중구,-,서울특별시  중구  명동  명동2가  명동10길  지하1층 (명동2가)  19-3 익선병아리김밥(명동점)
중구,-,서울특별시  중구  명동  명동1가  명동길  25-7 명동부대찌개
중구,-,서울특별시  중구  명동  명동2가  명동9길  1층 (을지로2가)  43 할머니집
중구,-,서울특별시  중구  명동  을지로1가  을지로  35 (주)KEB하나은행 26층 (을지로1가) (주)조선호텔앤리조트 하나클럽
중구,-,서울특별시  중구  신당동  동대문패션타운 마장로
중구,-,서울특별시  중구  명동  장교동  삼일대로13길 IBK기업은행
중구,-,서울특별시  중구  을지로동  초동 수표로10길
중구,-,서울특별시  중구  광희동  동대문패션타운  장충단로  헬로에이피엠 5층 188호)  253 (을지로6가 엠마켓
용산구,-,서울특별시  용산구  이태원1동  보광로59길  40 Ugly Society
용산구,-,서울특별시  용산구  이태원1동  이태원로 GS25
용산구,-,서울특별시  용산구  이태원1동  이태원로  191 미스터케밥 본점
용산구,-,서울특별시  용산구  보광동 보광로24길
용산구,-,서울특별시  용산구  원효로1가 백범로
용산구,-,서울특별시  용산구  원효로1가  청파동3가  원효로97길  15 남영역세권청년주택아파트
용산구,-,서울특별시  용산구  원효로2가  원효로3가 원효로41길
용산구,-,서울특별시  용산구  용문동 새창로
용산구,-,서울특별시  용산구  남영동  동자동 후암로57길
용산구,-,서울특별시  용산구  원효로1가  원효로2가 원효로54길
용산구,-,서울특별시  용산구  원효로1가  원효로3가 원효로41길
용산구,-,서울특별시  용산구  한강로동  한강로3가  한강대로  58-1 용산수림식당
용산구,-,서울특별시  용산구  이태원1동  이태원로27가길  40 (주)마이첼시
용산구,-,서울특별시  용산구  이태원1동  이태원로27가길  54-4 생어거스틴
용산구,-,서울특별시  용산구  이태원1동  이태원로27가길 Craft Han's
용산구,-,서울특별시  용산구  이태원1동  이태원로27가길  13 더플라잉팬블루
용산구,-,서울특별시  용산구  이태원1동  이태원로20가길  7-5 살모니스트
용산구,-,서울특별시  용산구  보광동 장문로19길
용산구,-,서울특별시  용산구  보광동 보광로5길
용산구,-,서울특별시  용산구  보광동  보광로 30
용산구,-,서울특별시  용산구  효창동 임정로29길
용산구,-,서울특별시  용산구  효창동  효창원로69길  8 효창새마을금고 본점
용산구,-,서울특별시  용산구  한강로동  한강로3가 서빙고로3길
성동구,-,서울특별시  성동구  성수1가2동  아차산로  18 뚝섬
성동구,-,서울특별시  성동구  행당1동  행당동  왕십리로21길 수제비먹는닭갈비
광진구,-,서울특별시  광진구  구의3동  강변역로  53 강변
광진구,-,서울특별시  광진구  구의3동  강변역로  50 주식회사볼링사랑
광진구,-,서울특별시  광진구  구의1동  화양동 광나루로30길
광진구,-,서울특별시  광진구  구의2동  능동 천호대로
광진구,-,서울특별시  광진구  화양동  모진동  동일로22길  25 꿀단지 건대점
광진구,-,서울특별시  광진구  구의1동  미가로  72 쉐프의콜렉션
광진구,-,서울특별시  광진구  구의1동 미가로
광진구,-,서울특별시  광진구  군자동  천호대로 한베홀딩스
광진구,-,서울특별시  광진구  화양동  모진동  능동로  103 엔젤리너스
광진구,-,서울특별시  광진구  화양동  아차산로  241 효창
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길  107 치치 건대점
광진구,-,서울특별시  광진구  화양동  아차산로 히스토리 노래 연습장 (Karaoke)
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길 가마로
광진구,-,서울특별시  광진구  화양동  모진동  동일로22길  87 오사카고양이 건대점
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길  86 마실리아
광진구,-,서울특별시  광진구  화양동  모진동  동일로22길  81 수작 건대점
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길 FISH N GRILL
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길 황제참치
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길 코땀
광진구,-,서울특별시  광진구  화양동  모진동  동일로22길  57 비노앤오
광진구,-,서울특별시  광진구  화양동  모진동  동일로22길 코첼
광진구,-,서울특별시  광진구  화양동  모진동  아차산로31길 Jeju Abung pork restaurant
광진구,-,서울특별시  광진구  화양동  모진동  아차산로31길 옛말서울불고기
광진구,-,서울특별시  광진구  화양동  모진동 아차산로31길
광진구,-,서울특별시  광진구  화양동  아차산로33길 수상한포차
광진구,-,서울특별시  광진구  화양동  아차산로33길 선수촌
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길 Mr. Pizza
광진구,-,서울특별시  광진구  구의2동  구의동 자양로38길
광진구,-,서울특별시  광진구  중곡2동  용마산로1길 73
광진구,-,서울특별시  광진구  중곡2동 천호대로111길
광진구,-,서울특별시  광진구  자양2동  아차산로 379
광진구,-,서울특별시  광진구  광장동  광장로  80 서울광나루우편취급국
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로22길 더복서
광진구,-,서울특별시  광진구  화양동  아차산로33길  21 룸스
광진구,-,서울특별시  광진구  화양동  아차산로33길 꾼노리 (Kkun Nori)
광진구,-,서울특별시  광진구  화양동  아차산로33길 삼면이바다
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로24길 마쯔리
광진구,-,서울특별시  광진구  건대 맛의거리  모진동  동일로24길  95-3 심마니
광진구,-,서울특별시  광진구  화양동  모진동  아차산로31길 주식회사 돕
광진구,-,서울특별시  광진구  화양동  모진동  아차산로31길  9 주식회사 돕
광진구,-,서울특별시  광진구  화양동  모진동  아차산로31길  20-6 후타리본 건대점
광진구,-,서울특별시  광진구  화양동  동일로22길  65 솔방울
광진구,-,서울특별시  광진구  화양동  모진동  아차산로29길  41 소문난 오백빵
광진구,-,서울특별시  광진구  화양동 아차산로25길
광진구,-,서울특별시  광진구  화양동  모진동 아차산로27길
광진구,-,서울특별시  광진구  화양동  아차산로25길  24 몽움
광진구,-,서울특별시  광진구  화양동  모진동 동일로30길
광진구,-,서울특별시  광진구  화양동  모진동  능동로19길 은하모텔
광진구,-,서울특별시  광진구  화양동  모진동  능동로19길  35 오복가
광진구,-,서울특별시  광진구  화양동  모진동  능동로19길  21-2 지그재그
광진구,-,서울특별시  광진구  화양동  모진동  능동로19길 7
광진구,-,서울특별시  광진구  화양동  모진동  동일로22길  41 크라운호프 건대점
동대문구,-,서울특별시  동대문구  전농2동  사가정로  1층 (전농동)  127 남원정통추어탕
동대문구,-,서울특별시  동대문구  전농2동  전농로14길  1층 (전농동)  47 한마음기사식당
동대문구,-,서울특별시  동대문구  용신동  용두동  천호대로  1층 (용두동)  153 명륜진사갈비
동대문구,-,서울특별시  동대문구  전농2동  전농로14길  1층 (전농동)  9 해물 알탕 동태탕
동대문구,-,서울특별시  동대문구  전농2동  전농로20길  2층 (전농동)  4 마라대국 전농점
동대문구,-,서울특별시  동대문구  전농2동  전농로14길  14 전농곱창
동대문구,-,서울특별시  동대문구  휘경1동  회기동  이문로  36 와인양꼬치
동대문구,-,서울특별시  동대문구  휘경1동  회기로  201 서울휘경동우체국
동대문구,-,서울특별시  동대문구  용신동  용두동  천호대로29길 동대문구청
동대문구,-,서울특별시  동대문구  휘경1동 이문로8길
동대문구,-,서울특별시  동대문구  휘경2동  전농로38길  1층 (휘경동)  89 판다 파스타
동대문구,-,서울특별시  동대문구  전농2동  전농로14길  7 (전농동) 화성옥갈비
동대문구,-,서울특별시  동대문구  전농2동 사가정로13가길
동대문구,-,서울특별시  동대문구  장안2동  사가정로25길  1층 (장안동)  23 오미통통이 김밥
동대문구,-,서울특별시  동대문구  장안2동  휘경동  한천로46길  1층 (장안동)  74-2 우렁쌈밥
동대문구,-,서울특별시  동대문구  휘경1동  망우로  1층 (휘경동)  91 서희
동대문구,-,서울특별시  동대문구  답십리1동  답십리동  고미술로  12 (답십리동) 육당정육식당
동대문구,-,서울특별시  동대문구  장안1동  장한로2길  2층~4층 (장안동)  20 송쉐프장안점
동대문구,-,서울특별시  동대문구  휘경2동  휘경동  망우로14길  1층 (휘경동)  10 청담이상 휘경점
동대문구,-,서울특별시  동대문구  이문2동  외대 모두의거리  휘경로 11
동대문구,-,서울특별시  동대문구  이문2동  외대 모두의거리  휘경로2길  1층 (이문동)  37 인(In)서울
동대문구,-,서울특별시  동대문구  장안2동  장한로  140 삼부
동대문구,-,서울특별시  동대문구  장안1동  장안동  답십리로62길  1층 (장안동)  22-2 박가네 고깃간
동대문구,-,서울특별시  동대문구  답십리2동  황물로  177 땡큐
동대문구,-,서울특별시  동대문구  장안2동  장한로34길  23-7 A동
동대문구,-,서울특별시  동대문구  이문1동 외대역동로27가길
동대문구,-,서울특별시  동대문구  이문1동  신이문로  1층 (이문동)  32 발칙한맥주
동대문구,-,서울특별시  동대문구  이문1동  신이문로 (신이문길 77))  43 (이문동 진도식당
동대문구,-,서울특별시  동대문구  전농1동  전농동  서울시립대로 (배봉로61-2))  61-4 (전농동 세진식당
동대문구,-,서울특별시  동대문구  전농1동  전농로  155 (전농동) 마포칼국수
동대문구,-,서울특별시  동대문구  전농1동  전농동  서울시립대로9길 21
동대문구,-,서울특별시  동대문구  전농1동  전농동  서울시립대로27길  53 떡전주막
동대문구,-,서울특별시  동대문구  전농1동  전농동  전농로  1층 (전농동)  237 김밥애빠지다
동대문구,-,서울특별시  동대문구  전농1동  전농동  전농로  239 (전농동) 다사리아
동대문구,-,서울특별시  동대문구  전농1동  전농동  전농로17길  8 (전농동) 황제족발앤보쌈
동대문구,-,서울특별시  동대문구  전농1동  전농동  전농로17길  1층 (전농동)  7 노가리이야기
동대문구,-,서울특별시  동대문구  전농1동  전농동  전농로29길 (지상1층))  97 (전농동 봉순이네감자탕
동대문구,-,서울특별시  동대문구  전농1동  왕산로40길  1층 (전농동)  8-1 삼시세끼
동대문구,-,서울특별시  동대문구  장안2동  장한로  157 (장안동) 동의보쌈칼국수냉면
동대문구,-,서울특별시  동대문구  장안2동  장한로  1층 (장안동)  155 혜미네산꼼장어
동대문구,-,서울특별시  동대문구  장안2동  장한로  지상1층 (장안동)  151 이천농장정육식당
동대문구,-,서울특별시  동대문구  장안2동  장한로24길  46 맥주아비 장안사거리점
동대문구,-,서울특별시  동대문구  장안2동  장한로24길  2층 (장안동)  27 미소식탁
동대문구,-,서울특별시  동대문구  장안2동  답십리로  287 한창빌딩
동대문구,-,서울특별시  동대문구  장안2동  장한로24길 (장평10길 7))  13 (장안동 쪼끼쪼끼장안사거리점
동대문구,-,서울특별시  동대문구  장안2동  장한로24길  7 메이드
동대문구,-,서울특별시  동대문구  장안2동  장한로24길  1층 (장안동)  8 부르클린 커피
동대문구,-,서울특별시  동대문구  장안2동  장한로  1층 (장안동)  106 신사골감자탕 장안점
동대문구,-,서울특별시  동대문구  장안2동  장한로  102 돈주담삼겹살
동대문구,-,서울특별시  동대문구  장안2동  장한로22길 신라모텔
동대문구,-,서울특별시  동대문구  장안2동  장안현대홈타운2차아파트  장한로26다길  1층 (장안동)  36 우가네곱창&호프
동대문구,-,서울특별시  동대문구  장안2동  장한로26가길 103호 (장안동)  어반슈필라움 1층 102  29 (주)비케이우대갈비
동대문구,-,서울특별시  동대문구  장안2동  한천로28길 (전곡시장9길7))  14 (장안동 미림찌개세상
동대문구,-,서울특별시  동대문구  장안2동  한천로 2층 (장안동)  1  202 왕코등갈비
동대문구,-,서울특별시  동대문구  장안2동  사가정로  2층 201호 (장안동)  221 에스(S)
동대문구,-,서울특별시  동대문구  장안2동  장한로  92 신원식당
동대문구,-,서울특별시  동대문구  장안2동  장한로26가길  81 (장안동) 낙지머근하누
동대문구,-,서울특별시  동대문구  장안2동  정은스카이빌3차아파트  장한로18길  19 커피굽는라이로스터라이
동대문구,-,서울특별시  동대문구  장안2동  장안동  답십리로72길  1층 (장안동)  92 급속냉동삼겹살전문점 장안직영점
동대문구,-,서울특별시  동대문구  장안2동  장안동  답십리로72길 디어테이블
동대문구,-,서울특별시  동대문구  장안2동  답십리로65길  124 둥지백반
동대문구,-,서울특별시  동대문구  장안2동  답십리로65길  124-3 (장안동) 장안골
동대문구,-,서울특별시  동대문구  장안2동  사가정로23가길 옹기골숯불구이
동대문구,-,서울특별시  동대문구  장안2동  사가정로23가길  11 청년다방
동대문구,-,서울특별시  동대문구  장안2동  답십리로65길 미니스톱
동대문구,-,서울특별시  동대문구  장안2동  사가정로  1층 (장안동)  231 명인옛날통닭장안직영점
동대문구,-,서울특별시  동대문구  이문1동  신이문로  1층 (이문동)  27-7 성원유황오리
동대문구,-,서울특별시  동대문구  이문1동  한천로 (지상1층) (한천로 450))  450 (이문동 동해회수산
동대문구,-,서울특별시  동대문구  이문1동  신이문로  1층 (이문동)  3 한앤둘치킨
동대문구,-,서울특별시  동대문구  이문1동  신이문로 (신이문길72))  40-1 (이문동 숙이네포장마차
동대문구,-,서울특별시  동대문구  이문1동  이문로42길  91 (이문동) 애자이모식당
동대문구,-,서울특별시  동대문구  전농2동  전농로16길  45 한양공인중개사사무소
동대문구,-,서울특별시  동대문구  전농2동  전농로16길  1층 (전농동)  23 골목막창
동대문구,-,서울특별시  동대문구  전농2동  사가정로13길  3 (전농동) 지니어스아이씨엘
동대문구,-,서울특별시  동대문구  전농2동  전농로16길  22 (전농동) 백리향
동대문구,-,서울특별시  동대문구  전농2동  전농로20길  9 동근이숯불두마리치킨
동대문구,-,서울특별시  동대문구  전농2동  전농로20길  1층 (전농동)  2 신락원
동대문구,-,서울특별시  동대문구  전농2동  전농로16길  16 돈까스짱 전농동사거리점
동대문구,-,서울특별시  동대문구  전농2동  사가정로  1층 (전농동)  132 9.2숯불닭바베큐
동대문구,-,서울특별시  동대문구  전농1동  전농동 서울시립대로16길
동대문구,-,서울특별시  동대문구  청량리동  홍릉로8길  지하1층 (청량리동)  31-1 돈돼지야시장 돼지갈비 후라이드 동대문점
동대문구,-,서울특별시  동대문구  청량리동  왕산로43다길  5 청량리동 주민센터
동대문구,-,서울특별시  동대문구  전농1동  전농동  전농로19길  1층 (전농동)  16 자매식당
동대문구,-,서울특별시  동대문구  이문2동  외대 모두의거리  이문로  세진빌딩) 102호 (이문동  1층 101호  89 온센 동대문구점
동대문구,-,서울특별시  동대문구  이문1동  이문로  1층 (이문동)  185 폭풍장어
동대문구,-,서울특별시  동대문구  장안1동  장한로2길  1층 (장안동)  24 황기닭곰탕
동대문구,-,서울특별시  동대문구  이문1동  신이문로  4 (이문동) 등대횟집
동대문구,-,서울특별시  동대문구 이문1동
동대문구,-,서울특별시  동대문구  이문1동  신이문로  29 (이문동) 해물포차 서봉
동대문구,-,서울특별시  동대문구  전농2동  사가정로13길  4 (전농동) 김경자 원조손칼국수 보쌈
동대문구,-,서울특별시  동대문구  이문1동  신이문로  1층 (이문동)  34-1 영수네고기세상
동대문구,-,서울특별시  동대문구  이문1동  신이문로  7 (이문동) 밤푸스치킨
동대문구,-,서울특별시  동대문구  장안1동  장안동 한천로14길
동대문구,-,서울특별시  동대문구  장안1동  장한로2길  2층 (장안동)  15 꼬다야
동대문구,-,서울특별시  동대문구  장안1동  장한로  1층 (장안동)  48 조아죽네 신쭈꾸미
동대문구,-,서울특별시  동대문구  장안2동  사가정로25길  1층 (장안동)  29 밥사랑
동대문구,-,서울특별시  동대문구  장안2동  사가정로27길  4 종합카공업사
동대문구,-,서울특별시  동대문구  회기동  이문로  1층 (회기동)  17-26 카츠 정연
중랑구,-,서울특별시  중랑구  면목5동  겸재로 114
중랑구,-,서울특별시  중랑구  면목3·8동  면목동  면목로  333 롯데리아
중랑구,-,서울특별시  중랑구  면목3·8동  면목동  면목로53길 원진 녹색병원
중랑구,-,서울특별시  중랑구  면목3·8동  면목동 사가정로49길
중랑구,-,서울특별시  중랑구  면목3·8동  면목동  사가정로51길  26 치킨매니아
중랑구,-,서울특별시  중랑구  상봉2동  봉우재로43길 37
중랑구,-,서울특별시  중랑구  망우본동  상봉로  134 망우삼부주상복합
성북구,-,서울특별시  성북구  동선동  동선동1가  동소문로24길  1층 (동선동1가)  9 돈카와치 성신여대역점
성북구,-,서울특별시  성북구  동선동  동선동1가  동소문로20가길  1층 (동선동1가)  46 한우누렁소
성북구,-,서울특별시  성북구  안암동  안암동5가  고려대로26길  42-1 (안암동5가) 생활맥주 고대 안암점
성북구,-,서울특별시  성북구  길음1동  길음동  길음로  2 (길음동) 서울닭한마리
성북구,-,서울특별시  성북구  길음1동  길음동  길음로 2-6호 (길음동)  길음뉴타운9단지래미안 상가 2층 2-5  6 홍춘천치즈닭갈비(길음점)
성북구,-,서울특별시  성북구  길음2동  삼양로4길  1층 (길음동)  4 올카커피
성북구,-,서울특별시  성북구  길음1동  길음뉴타운래미안9단지아파트  길음로9길  50 길음시장약국
성북구,-,서울특별시  성북구  정릉3동  보국문로11길  26 (정릉동) 남원추어탕
성북구,-,서울특별시  성북구  월곡1동  종암로 서울도시과학기술고등학교
성북구,-,서울특별시  성북구  삼선동  동소문동3가  동소문로2길 (1층))  17 (동소문동2가 꼬꼬댁꼬꼬
성북구,-,서울특별시  성북구  정릉3동  보국문로11길  청수한의원 2층 (정릉동)  23 260 플레이스 2호점
성북구,-,서울특별시  성북구  돈암1동  정릉로44길 현대아파트2)  나동 지하1층 35호 (돈암동  7 인디안 치킨
성북구,-,서울특별시  성북구  삼선동  삼선동5가  보문로32길 성북구청
성북구,-,서울특별시  성북구  동선동  동선동4가  동소문로  106 육층약국
노원구,-,서울특별시  노원구  월계1동  화랑로 2
강북구,-,서울특별시  강북구  송중동  월계로7나길 옛날농장
강북구,-,서울특별시  강북구  송중동  도봉로4길 장어 앤 전설
강북구,-,서울특별시  강북구  송중동  도봉로10가길 세꼬시포차
강북구,-,서울특별시  강북구  송중동  도봉로10가길 역전할머니맥주 미아사거리점
강북구,-,서울특별시  강북구  송중동  도봉로10가길 오복 닭한마리
강북구,-,서울특별시  강북구  송중동  도봉로6길 의정부 부대찌개
강북구,-,서울특별시  강북구  송중동  도봉로10가길 자주키친
강북구,-,서울특별시  강북구  송중동  도봉로6길 대동집 미아사거리점
강북구,-,서울특별시  강북구  수유3동  한천로140길 조개깡패 연구소
강북구,-,서울특별시  강북구  수유3동  한천로140길 목포해물탕
강북구,-,서울특별시  강북구  수유3동  한천로140길 조연탄 기다리면 돼지
강북구,-,서울특별시  강북구  수유3동  한천로140길 고바매치킨
강북구,-,서울특별시  강북구  수유3동  한천로140길 어사출또
강북구,-,서울특별시  강북구  수유3동  도봉로 감탄 수유역점
강북구,-,서울특별시  강북구  수유3동 도봉로87길
강북구,-,서울특별시  강북구  수유3동  도봉로85길 명륜진사갈비수유점
도봉구,-,서울특별시  도봉구  창4동 노해로69길
도봉구,-,서울특별시  도봉구  창1동  창동 도봉로110나길
도봉구,-,서울특별시  도봉구  쌍문3동 도봉로113길
도봉구,-,서울특별시  도봉구  쌍문3동 도봉로
도봉구,-,서울특별시  도봉구  도봉2동 도봉로180가길
도봉구,-,서울특별시  도봉구  방학1동 도봉로150다길
도봉구,-,서울특별시  도봉구  쌍문1동  우이동  삼양로 신화상사신화제2주유소
도봉구,-,서울특별시  도봉구  쌍문3동 도봉로109길
도봉구,-,서울특별시  도봉구  창2동 도봉로110다길
도봉구,-,서울특별시  도봉구  창4동 마들로11가길
노원구,-,서울특별시  노원구  하계1동  하계동 공릉로
노원구,-,서울특별시  노원구  상계2동 노해로83길
노원구,-,서울특별시  노원구  상계2동 노해로81길
노원구,-,서울특별시  노원구  상계6·7동 노해로
노원구,-,서울특별시  노원구  상계6·7동 동일로217가길
노원구,-,서울특별시  노원구  상계6·7동  동일로218가길 남서울내과 건강검진센터
노원구,-,서울특별시  노원구  월계2동  월계동 월계로49길
은평구,-,서울특별시  은평구  응암3동 응암로13길
은평구,-,서울특별시  은평구  응암3동  응암로11길 짝태 앤 노가리
은평구,-,서울특별시  은평구  응암3동  응암로13길 수빈내새참
은평구,-,서울특별시  은평구  응암3동  응암로13길 강화 통통 생고기
은평구,-,서울특별시  은평구  응암3동  응암로11길 하우돈곱창
은평구,-,서울특별시  은평구  응암3동  응암로13길 가장 맛있는 족발
은평구,-,서울특별시  은평구  응암3동  응암로13길 삼거리 중식포차
은평구,-,서울특별시  은평구  응암3동  응암로13길 금별맥주
은평구,-,서울특별시  은평구  응암3동  응암로9길 호우 양꼬치
은평구,-,서울특별시  은평구  불광1동  불광동  진흥로15길 암사직화 쪽갈비 불광점
은평구,-,서울특별시  은평구  불광1동  불광동  불광로 원할머니보쌈
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 가나안농원
은평구,-,서울특별시  은평구  불광1동  불광동  불광로 한우리
은평구,-,서울특별시  은평구  불광1동  불광동  통일로 산이야기
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 형제갈비
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 삼각산도토리마을
