district,type,location
은평구,-,서울특별시  은평구  불광1동  불광동  진흥로15길 원조 불광 순대국
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 등촌샤브칼국수 불광점
은평구,-,서울특별시  은평구  불광1동  불광동  진흥로15길 아띠
은평구,-,서울특별시  은평구  불광1동  불광동  불광로 남극회관
은평구,-,서울특별시  은평구  대조동  진흥로 불광동황소곱창구이
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 목포세발낙지
은평구,-,서울특별시  은평구  불광1동  불광동 통일로
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 박사아구
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 짝태노가리야
은평구,-,서울특별시  은평구  불광1동  불광동  불광로 제일해장국
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 교동전선생 불광점
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 족발야시장&무청감자탕 불광역점
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 펀 비어킹 불광역점
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 횟집 산이네
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 막걸리나한사발
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 광동 생태 대구뽈
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 설
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 영심이네 오리불고기
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 77년생 곱도리 전골식당
은평구,-,서울특별시  은평구  불광1동  불광동  불광로 풍년갈비
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 정커피숍
은평구,-,서울특별시  은평구  불광1동  불광동  통일로66길 발리다 포차 (불광점)
은평구,-,서울특별시  은평구  불광1동  불광동  불광로 Good닭
은평구,-,서울특별시  은평구  불광1동  불광동 통일로66길
은평구,-,서울특별시  은평구  진관동 북한산로
은평구,-,서울특별시  은평구  구산동  서오릉로 191
은평구,-,서울특별시  은평구  녹번동  대조동  진흥로 이가네설렁탕
은평구,-,서울특별시  은평구  증산동  증산로  299 청록아파트
은평구,-,서울특별시  은평구  응암2동  응암동  응암로 자금성
은평구,-,서울특별시  은평구  진관동  통일로  1053 은평환경플랜트
은평구,-,서울특별시  은평구  진관동  의상봉길 카페 309
서대문구,-,서울특별시  서대문구  신촌동  연세로9길  14 七七肯德基
서대문구,-,서울특별시  서대문구  신촌동  연세로7길  32 YOLO-Travel Cafe
서대문구,-,서울특별시  서대문구  신촌동  연세로7길  18 이찌방이야기 신촌점
서대문구,-,서울특별시  서대문구  신촌동  연세로7안길  18 스카이문
서대문구,-,서울특별시  서대문구  신촌동 연세로7안길
서대문구,-,서울특별시  서대문구  신촌동  연세로 연세로.문학의거리
서대문구,-,서울특별시  서대문구  신촌동 신촌로
서대문구,-,서울특별시  서대문구  홍은2동  홍은동 내부순환로
마포구,-,서울특별시  마포구  대흥동  2통  광성로6길 66
마포구,-,서울특별시  마포구  용강동 대흥로14길
마포구,-,서울특별시  마포구  용강동  토정동 토정로
마포구,-,서울특별시  마포구  용강동 토정로28길
마포구,-,서울특별시  마포구  용강동  토정동  마포대로 Giant
마포구,-,서울특별시  마포구  용강동 대흥로6길
마포구,-,서울특별시  마포구  용강동  구수동  토정로  255 램랜드
마포구,-,서울특별시  마포구  용강동 토정로25길
마포구,-,서울특별시  마포구  용강동 토정로
마포구,-,서울특별시  마포구  용강동  구수동  토정로 용강동사무소
마포구,-,서울특별시  마포구  용강동 토정로27길
마포구,-,서울특별시  마포구  용강동  구수동  토정로  277 서울용강동우편취급국
마포구,-,서울특별시  마포구  용강동  구수동 토정로
마포구,-,서울특별시  마포구  용강동  토정동 토정로37가길
마포구,-,서울특별시  마포구  용강동  토정동 마포대로1길
마포구,-,서울특별시  마포구  용강동  토정동  토정로  312 마포옥
마포구,-,서울특별시  마포구  용강동  토정동  토정로 목우촌한우명가
마포구,-,서울특별시  마포구  용강동  토정동 토정로35길
마포구,-,서울특별시  마포구  용강동  토정동  토정로37가길  돼지갈비) 마포 조박집 (수요미식회
마포구,-,서울특별시  마포구  용강동  토정동  토정로 마포대교입구
마포구,-,서울특별시  마포구  용강동  토정동  토정로 용강동입구
마포구,-,서울특별시  마포구  용강동  토정동 토정로31길
마포구,-,서울특별시  마포구  용강동  토정동 큰우물로
마포구,-,서울특별시  마포구  용강동  토정동 토정로32길
마포구,-,서울특별시  마포구  성산1동 성산로2길
마포구,-,서울특별시  마포구  상암동  27통 World Cup buk-ro 58-gil
마포구,-,서울특별시  마포구  성산1동 성미산로5길
마포구,-,서울특별시  마포구  성산1동 성미산로1길
마포구,-,서울특별시  마포구  성산1동 월드컵북로15길
마포구,-,서울특별시  마포구  연남동  성미산로 대화마트
마포구,-,서울특별시  마포구  성산1동 성미산로10길
마포구,-,서울특별시  마포구  서강동  13통  서강로 소낙스 마포점
마포구,-,서울특별시  마포구  서강동  13통 서강로
마포구,-,서울특별시  마포구  성산2동  성산동 월드컵로
마포구,-,서울특별시  마포구  서교동  동교동  어울마당로 140
마포구,-,서울특별시  마포구  서교동  동교동  와우산로29길  26 사운드스토어
양천구,-,서울특별시  양천구  목1동 목동동로
양천구,-,서울특별시  양천구  목5동  목동  목동서로  57 현대파리지앙
양천구,-,서울특별시  양천구  신정4동  오목로 목동역.목동오거리
양천구,-,서울특별시  양천구  신정1동 중앙로
양천구,-,서울특별시  양천구  목1동  오목로  325 대학학원 목동본원
양천구,-,서울특별시  양천구  목1동  목동금호1차  오목로 공차
양천구,-,서울특별시  양천구  신정7동  목동동로 국민은행 양천지점
양천구,-,서울특별시  양천구  신정4동 국회대로10길
양천구,-,서울특별시  양천구  신정4동 오목로
양천구,-,서울특별시  양천구  목4동  목동중앙서로1길 태영한증막사우나
양천구,-,서울특별시  양천구  목1동  목동서로 102
양천구,-,서울특별시  양천구  신정3동  신트리1단지아파트  중앙로  209 신정3동 주민센터
양천구,-,서울특별시  양천구  신월6동  목동센트럴아이파크위브아파트 남부순환로83길
양천구,-,서울특별시  양천구  신정1동  중앙로32길 신정1동주민센터
강서구,-,서울특별시  강서구  화곡6동 화곡로
구로구,-,서울특별시  구로구  가리봉동 우마길
구로구,-,서울특별시  구로구  구로3동  가리봉동 우마2길
구로구,-,서울특별시  구로구  구로2동 구로동로15길
구로구,-,서울특별시  구로구  구로4동 구로동로
구로구,-,서울특별시  구로구  가리봉동 남부순환로105라길
금천구,-,서울특별시  금천구  시흥1동  금하로 해상공원횟집
영등포구,-,서울특별시  영등포구  당산1동  당산동3가  당산로32길  지상1층(전체))  1-8 (당산동3가 골목대장
영등포구,-,서울특별시  영등포구  당산1동  당산동3가  당산로31길  10 영등포식당
영등포구,-,서울특별시  영등포구  당산1동  당산동3가  양산로23길  1층 불막열삼 영등포구청역점
영등포구,-,서울특별시  영등포구  당산1동  당산동3가  당산로32길  지상1층)  2 (당산동3가 다다하다 영등포구청점
영등포구,-,서울특별시  영등포구  당산1동  당산동3가  국회대로34길  지하1층 (당산동3가)  13 얌얌 불닭발
영등포구,-,서울특별시  영등포구  영등포동  영등포동2가  버드나루로  스카이리버 지하1층 B101호 (당산동)  90 호텔아벤트리여의도
영등포구,-,서울특별시  영등포구  당산2동  당산동5가  양평로12길  1층 (당산동6가)  13 스페셜티 스튜디오(Specialty Studio)
영등포구,-,서울특별시  영등포구  당산2동  당산동5가  당산로47길 지상2층)  9 (당산동6가 연참치
영등포구,-,서울특별시  영등포구  대림1동 대림로22가길
영등포구,-,서울특별시  영등포구  대림1동  도림로62길  1층 (대림동)  1 별난순대국
영등포구,-,서울특별시  영등포구  대림1동  도림로  1층)  180 (대림동 이화화로구이
영등포구,-,서울특별시  영등포구  대림1동  디지털로  2층 (대림동)  453 프리돈가스
영등포구,-,서울특별시  영등포구  대림1동  디지털로  459 (대림동) 대박주먹고기
영등포구,-,서울특별시  영등포구  대림1동  디지털로  461-2 (대림동) 금호식당
영등포구,-,서울특별시  영등포구  대림1동  신길로  1층)  49 (대림동 청진동해장국
영등포구,-,서울특별시  영등포구  대림1동  디지털로  1층 (대림동)  410 홍가네순대국
영등포구,-,서울특별시  영등포구  대림1동  디지털로  412 (대림동) 버글버글전원양꼬치
영등포구,-,서울특별시  영등포구  대림1동  디지털로  1층 (대림동)  427 신박사네
영등포구,-,서울특별시  영등포구  대림1동  디지털로  1층)  395 (대림동 친구네정육식당
영등포구,-,서울특별시  영등포구  대림1동  디지털로 대림포교원
영등포구,-,서울특별시  영등포구  대림1동  대림로8길  3 김가네고깃집
영등포구,-,서울특별시  영등포구  대림1동  대림로  86 (대림동) 도라(Dora)
영등포구,-,서울특별시  영등포구  대림1동  대림로  1층 (대림동)  96-1 천하튀김꼬치
영등포구,-,서울특별시  영등포구  대림1동  대림로  1층 (대림동)  100 스탑싸인
영등포구,-,서울특별시  영등포구  대림1동  대림로  동화빌딩 1층 (대림동)  76 명륜진사갈비 대림점
영등포구,-,서울특별시  영등포구  대림1동  디지털로67길 무의도바다손칼국수
영등포구,-,서울특별시  영등포구  대림1동  대림로8길 37호) 1층 36  15 (대림동 자매식당
영등포구,-,서울특별시  영등포구  대림1동  대림로8길  11 (대림동) 대림동삼거리 먼지막 순대국
영등포구,-,서울특별시  영등포구  대림1동  대림로8가길  1층 (대림동)  2 1916동북숯불구이
영등포구,-,서울특별시  영등포구  대림2동  대림로  1층 (대림동)  117 황소숯불구이
영등포구,-,서울특별시  영등포구  대림2동  디지털로  346 (대림동) 복만루
영등포구,-,서울특별시  영등포구  대림2동  디지털로54길 1층)  3 (대림동 량쟈샤브샤브구이
영등포구,-,서울특별시  영등포구  대림2동  대림로  1층)  1층 (대림동  89 향팔리
영등포구,-,서울특별시  영등포구  대림2동  대림로 지상1층)  93 (대림동 심양냉면
영등포구,-,서울특별시  영등포구  대림2동  디지털로  2층 (대림동)  351 장미호프
영등포구,-,서울특별시  영등포구  대림2동  도림천로11길  2층 201호)  29 (대림동 술 단밤
영등포구,-,서울특별시  영등포구  대림2동  디지털로  1층 (대림동)  359-1 뉴커
영등포구,-,서울특별시  영등포구  대림2동  디지털로53길  6-1 (대림동) 연변왕꼬치
영등포구,-,서울특별시  영등포구  대림2동  디지털로53길  1층)  8 (대림동 신연변왕꼬치
영등포구,-,서울특별시  영등포구  대림2동  디지털로  2020 1층 101호 (대림동)  343 카페씽
영등포구,-,서울특별시  영등포구  대림2동  대림로23길  1층 (대림동)  15 향팔리
영등포구,-,서울특별시  영등포구  대림2동  대림로23길 영림아파트
영등포구,-,서울특별시  영등포구  대림3동  대림동  대림로  삼전빌딩 1층 (대림동)  167 원조강뚝꼬치구이전문점
영등포구,-,서울특별시  영등포구  대림3동  대림동  대림로29길  43 달빛호프
영등포구,-,서울특별시  영등포구  대림3동  대림동  대림로29길  1층 (대림동)  13 연길해연장국집
영등포구,-,서울특별시  영등포구  대림3동  대림동  대림로 지상1층)  171 (대림동 진짜무릎도가니탕푸주옥
영등포구,-,서울특별시  영등포구  대림3동  대림동  대림로27가길  태안빌딩 1층)  5 (대림동 미국캘리포니아우육면
영등포구,-,서울특별시  영등포구  대림3동  대림동  도림로39길  1층 (대림동)  19 한금훠궈
영등포구,-,서울특별시  영등포구  대림3동  대림동  도림로41길  2층 (대림동)  11-11 두망두망 대림점
영등포구,-,서울특별시  영등포구  대림3동  대림동  도림로41길  청파빌딩 2층 201호 (대림동)  9 미소
영등포구,-,서울특별시  영등포구  대림3동  대림동  도림로37길  지하1층 (대림동)  3-1 럭키
영등포구,-,서울특별시  영등포구  도림동  도림로  1층)  382 (도림동 참나무숯불통닭
영등포구,-,서울특별시  영등포구  문래동  문래동5가  선유로9나길  전일빌딩 3층 301호)  22 (문래동5가 웨스턴차이나(Western China)
영등포구,-,서울특별시  영등포구  문래동  문래동2가  도림로139가길  1층 (문래동2가)  11 골목오리집
영등포구,-,서울특별시  영등포구  문래동  문래동2가  경인로79길  13-1 내피커피
영등포구,-,서울특별시  영등포구  문래동  문래동2가  도림로133길 지상1층)  14-1 (문래동2가 퇴근길호프집
영등포구,-,서울특별시  영등포구  문래동  문래동4가 도림로147길
영등포구,-,서울특별시  영등포구  문래동  문래동2가  도림로133길  2층 (문래동2가)  1층  20 문래동 돼지집
영등포구,-,서울특별시  영등포구  문래동  문래동2가  경인로79길  1층 (문래동2가)  17-2 계옥정
영등포구,-,서울특별시  영등포구  문래동  문래동2가  경인로79길  9 포차준무
영등포구,-,서울특별시  영등포구  문래동  문래동2가  도림로125길  1층 (문래동2가)  16 밤밤
영등포구,-,서울특별시  영등포구  문래동  문래동4가  도림로  3층 (문래동4가)  485-1 알롱지서울 문래점
영등포구,-,서울특별시  영등포구  문래동  문래창작촌  도림로129길  2층 (문래동2가)  5-1 비어바나
영등포구,-,서울특별시  영등포구  문래동  문래동2가  도림로125길  1층 (문래동2가)  34 골목오리집
영등포구,-,서울특별시  영등포구  문래동  문래동1가  도림로  1층 (문래동3가)  434-7 다케오 호르몬 데판야끼(문래점)
영등포구,-,서울특별시  영등포구  문래동  문래동2가 경인로75길
영등포구,-,서울특별시  영등포구  문래동  문래동1가  도림로  1층 (문래동3가)  428-1 대광
영등포구,-,서울특별시  영등포구  문래동  문래동1가  도림로  1층 (문래동3가)  440-22 그리고 문래
영등포구,-,서울특별시  영등포구  문래동  문래동1가  도림로  1층 (문래동3가)  434-4 솥돈
영등포구,-,서울특별시  영등포구  문래동  문래동4가  경인로77길 GS25
영등포구,-,서울특별시  영등포구  문래동  문래동2가  경인로77길  영문빌딩 108호 (문래동2가)  14 갓잇문래점(GODEAT)
영등포구,-,서울특별시  영등포구  문래동  문래동3가 당산로
영등포구,-,서울특별시  영등포구  신길1동  영등포로  1층 (신길동)  373 용오뎅
영등포구,-,서울특별시  영등포구  신길1동 영등포로72길
영등포구,-,서울특별시  영등포구  신길4동  도신로48길  1층 (신길동)  4 고향만두점
영등포구,-,서울특별시  영등포구  신길4동  도신로48길  1층 (신길동)  9 카츠하루영등포점
영등포구,-,서울특별시  영등포구  신길5동  대림동  가마산로  1층)  410 (신길동 또순이
영등포구,-,서울특별시  영등포구  신길5동  대방천로 102호) 두산위브상가101  155 (신길동 맛나는수다
영등포구,-,서울특별시  영등포구  신길5동  대림동  가마산로  1층 (신길동)  412 털보네
영등포구,-,서울특별시  영등포구  신길5동 도림로81길
영등포구,-,서울특별시  영등포구  신길5동  도림로64길  1 (신길동) 청해바다
영등포구,-,서울특별시  영등포구  신길5동  신길로  1층 (신길동)  67 역전할머니맥주
영등포구,-,서울특별시  영등포구  신길5동  신풍로  1~2층 (신길동)  10 한우식당마블스
영등포구,-,서울특별시  영등포구  신길5동  신풍로  13 (신길동) 3.5식당
관악구,-,서울특별시  관악구  조원동  조원로2가길 은행골 본점신관
관악구,-,서울특별시  관악구  조원동 조원중앙로1길
관악구,-,서울특별시  관악구  조원동  신사로 진소갈비
관악구,-,서울특별시  관악구  조원동  난곡로 하회마을
관악구,-,서울특별시  관악구  조원동  난곡로65길 한사리감자탕&뼈구이 난곡점
관악구,-,서울특별시  관악구  조원동  힐스테이트뉴포레  조원로 이모네돌곱창
관악구,-,서울특별시  관악구  신원동 신원로3길
관악구,-,서울특별시  관악구  신림동  신림로70길 더카페(The Cafe)
관악구,-,서울특별시  관악구  은천동 봉천로
관악구,-,서울특별시  관악구  은천동  봉천로35길 가야촌유황오리
관악구,-,서울특별시  관악구  은천동  봉천동  양녕로 새벽길빨간오뎅
관악구,-,서울특별시  관악구  남현동  남현1길 나오리 주물럭 사당점
관악구,-,서울특별시  관악구  남현동  남현1길 비비큐치킨비어사당역점
관악구,-,서울특별시  관악구  청룡동  대원아파트  쑥고개로 133
관악구,-,서울특별시  관악구  서원동  신림로 황후 탕후루(신림점)
관악구,-,서울특별시  관악구  신사동  신사로10길  29 새빛어린이집
관악구,-,서울특별시  관악구  신사동  신사로10길 극야
관악구,-,서울특별시  관악구  신사동  신사로10길 홍카페 HONG CAFE
관악구,-,서울특별시  관악구  서원동  남부순환로 온달집 신림역점
관악구,-,서울특별시  관악구  서원동  남부순환로 챠밍(CHARMING)
관악구,-,서울특별시  관악구  서원동  남부순환로 종가할머니 보쌈
관악구,-,서울특별시  관악구  서원동  신림로59길 개미집 신림점
관악구,-,서울특별시  관악구  서원동  신림로59길  12 전주집고모네
관악구,-,서울특별시  관악구  서원동  신림로59길 신림동피자집
관악구,-,서울특별시  관악구  서원동  남부순환로 리춘시장 신림역점
관악구,-,서울특별시  관악구  서원동  신원로 백소정
관악구,-,서울특별시  관악구  서원동  신원로 등촌샤브칼국수 신림점
관악구,-,서울특별시  관악구  서원동  신원로 은행나무갈매기
관악구,-,서울특별시  관악구  대학동  녹두거리 신림로3가길
관악구,-,서울특별시  관악구  대학동  녹두거리  신림로17길 대학동주민센터
관악구,-,서울특별시  관악구  대학동  신림동금호타운1차아파트 대학18길
관악구,-,서울특별시  관악구  서림동  신림로29길  6 서림동 주민센터
관악구,-,서울특별시  관악구  서림동 서림11가길
관악구,-,서울특별시  관악구  서림동  신림로22길 퀴즈노스 서울대벤처타운역점
관악구,-,서울특별시  관악구  서림동  신림로22길 2번출구
관악구,-,서울특별시  관악구  서림동  신림로18가길 정원쌈밥보리밥
관악구,-,서울특별시  관악구  서림동  신림로26길 등갈비 연탄구이
관악구,-,서울특별시  관악구  서림동  신림로26길 배할머니네
관악구,-,서울특별시  관악구  서림동  신림로26길 족의 한수 신림점
관악구,-,서울특별시  관악구  청림동 청림3길
관악구,-,서울특별시  관악구  청림동  관악푸르지오아파트  청림6길 해밀손칼국수
관악구,-,서울특별시  관악구  신림동 관천로
관악구,-,서울특별시  관악구  서림동  신림로28길 윤chef(셰프)
관악구,-,서울특별시  관악구  보라매동  봉천로17가길 보라매동주민센터
관악구,-,서울특별시  관악구  청림동 청림1길
강남구,-,서울특별시  강남구  신사동  가로수길  압구정로  128 신사동 주민센터
강남구,-,서울특별시  강남구  신사동  신사동 가로수길  강남대로152길  29 가로수 그 곳
강남구,-,서울특별시  강남구  신사동  신사동 가로수길  강남대로152길  33 로얄블랙
강남구,-,서울특별시  강남구  논현1동  논현동  학동로2길  19 손국시
강남구,-,서울특별시  강남구  논현1동  논현동  봉은사로1길  39 해랑
강남구,-,서울특별시  강남구  논현1동  논현동  봉은사로1길  지하1층 밤을 걷는 선비
강남구,-,서울특별시  강남구  논현1동  논현동 봉은사로1길
강남구,-,서울특별시  강남구  논현1동  논현동  강남대로114길  Aged Pork BBQ Samyukga
강남구,-,서울특별시  강남구  논현2동  언주로148길  14 한성칼국수
강남구,-,서울특별시  강남구  논현2동 선릉로145길
강남구,-,서울특별시  강남구  논현2동  언주로148길  35 제이스셀라
강남구,-,서울특별시  강남구  논현2동  언주로134길  24 (주)프라이빗다이닝룸
강남구,-,서울특별시  강남구  논현2동 언주로134길
강남구,-,서울특별시  강남구  논현2동 도산대로46길
강남구,-,서울특별시  강남구  삼성1동  삼성동  삼성로100길  14 헤어by수연
강남구,-,서울특별시  강남구  삼성1동  삼성동 테헤란로81길
강남구,-,서울특별시  강남구  삼성1동 삼성로92길
강남구,-,서울특별시  강남구  삼성1동  삼성동  테헤란로83길  21 웍스프레소
강남구,-,서울특별시  강남구  삼성1동  삼성동  테헤란로83길  53 프로간장게장
강남구,-,서울특별시  강남구  삼성1동  삼성동  봉은사로82길  27 오더에스프레소
강남구,-,서울특별시  강남구  삼성1동  삼성동 삼성로104길
강남구,-,서울특별시  강남구  대치4동  테헤란로64길  14 신동화식품연구소
강남구,-,서울특별시  강남구  대치4동  선릉로86길  38 여포집 본점
강남구,-,서울특별시  강남구  대치4동  삼성로85길  42 온새미로
강남구,-,서울특별시  강남구  대치4동 선릉로90길
강남구,-,서울특별시  강남구  대치4동 삼성로85길
강남구,-,서울특별시  강남구  역삼1동  언주로98길  8-1 부산양곱창
강남구,-,서울특별시  강남구  역삼1동  언주로98길  16 마찌 김치지개&고기냉면
강남구,-,서울특별시  강남구  논현1동  논현동  강남대로120길  12 라무진논현점
강남구,-,서울특별시  강남구  논현1동  논현동  학동로2길  58 빽돈 신논현직영점
강남구,-,서울특별시  강남구  논현1동  논현동  강남대로122길 논골집 영동점
강남구,-,서울특별시  강남구  논현1동  논현동  강남대로112길  12 다크크림
강남구,-,서울특별시  강남구  논현1동  논현동  강남대로122길 사랑의치과
강남구,-,서울특별시  강남구  세곡동  래미안 강남 힐즈 자곡로5길
강남구,-,서울특별시  강남구  삼성2동 선릉로92길
강남구,-,서울특별시  강남구  역삼1동  강남대로  464 금화빌딩
강남구,-,서울특별시  강남구  청담동  삼성로135길  42 서울언북초등학교
강남구,-,서울특별시  강남구  세곡동 율현동
송파구,-,서울특별시  송파구  행정동  오륜동  올림픽로 서울올림픽기념관
송파구,-,서울특별시  송파구  풍납1동 바람드리28길
송파구,-,서울특별시  송파구  풍납2동 한가람로
송파구,-,서울특별시  송파구  마천1동 성내천로
송파구,-,서울특별시  송파구  방이2동  방이동 올림픽로34길
송파구,-,서울특별시  송파구  오금동  성내천로 효담식물원
송파구,-,서울특별시  송파구  방이1동 오금로
송파구,-,서울특별시  송파구  문정1동 동남로
송파구,-,서울특별시  송파구  가락1동 자전거 전용
송파구,-,서울특별시  송파구  가락1동  송파대로  헬리오시티 1A상가 1A상가
송파구,-,서울특별시  송파구  가락1동  송파대로 로도덴드론가든
송파구,-,서울특별시  송파구  가락2동  오금동  오금로  422 에버펫 동물병원
송파구,-,서울특별시  송파구  위례동 헌릉로
송파구,-,서울특별시  송파구  잠실본동  삼전동 백제고분로
송파구,-,서울특별시  송파구  행정동 올림픽로37길
송파구,-,서울특별시  송파구  잠실7동 올림픽로
송파구,-,서울특별시  송파구  위례동  위례서이로  25 송파든든어린이집
송파구,-,서울특별시  송파구  위례동 위례순환로
송파구,-,서울특별시  송파구  위례동  위례순환로 대신증권 교육연구시설
강동구,-,서울특별시  강동구  암사2동 올림픽로93길
강동구,-,서울특별시  강동구  천호2동  천호동 올림픽로70길
강동구,-,서울특별시  강동구  성내2동 천호옛길
강동구,-,서울특별시  강동구  성내3동 양재대로83길
서초구,-,서울특별시  서초구  반포4동 신반포로
서대문구,-,서울특별시  서대문구  연희동 연희맛로
